verb_uid,source_path,file_id,annotation_scope,annotation_notes,utterance_unit,utterance_id,learner_id,speaker,raw_utterance,normalized_utterance,verb_index,produced_form,produced_agreement,target_form,lemma,tense_mood,category,subject_form,head,subject_type,person,number,cue_present,cue_expression,cue_type,cue_number,attraction_configuration,attraction_error,attractor_surface_form,attractor_head,attractor_number,attractor_type,intervener_type,structural_complexity_type,linear_distance_words,llm_confidence,comments,agreement_status,agreement_accuracy,is_agreement_target_like,is_agreement_non_target,is_unexpected_form,is_analyzable_agreement,cue_presence_label,cue_group,rq1_condition,has_attraction,has_attraction_error,rq2_configuration,distance_bin,finite_status
TS_FA_session01_page01:utt_027:v4,C:\Users\MANUE\Desktop\LLM analysis\Annotation.py,TS_FA_session01_page01,first_page_transcription,"Draft automatic annotation. Ambiguous repairs, false starts, and phonological/non-target forms should be checked by a human annotator.",line_break,utt_027,TS,TS,[jp]_minzoku-hatsubutsukan # mais c'est un musée grandiose # il y a # il y a plants de # chaque # mh # région il y a aussi plan- plants de collection de chaque région de de pays comme # l'Océanie et les pays d'Asie et d'Afrique,"Minzoku hakubutsukan. Mais c'est un musée grandiose. Il y a plein de collections de chaque région, de pays comme l'Océanie et les pays d'Asie et d'Afrique.",4,il y a,expected,il y a,avoir,present_indicative,existential_avoir,il,il,expletive_pronoun,3,singular,False,,expletive_subject,,False,False,,,,,locative_clitic_y,existential_construction,1.0,0.9,Correct existential verb form; following nominal material is disfluent.,target,1.0,True,False,False,True,no_cue,none,no_cue,False,False,no_attraction,1_2,finite
TS_FA_session01_page01:utt_029:v1,C:\Users\MANUE\Desktop\LLM analysis\Annotation.py,TS_FA_session01_page01,first_page_transcription,"Draft automatic annotation. Ambiguous repairs, false starts, and phonological/non-target forms should be checked by a human annotator.",line_break,utt_029,TS,TS,et je euh on a passé trois heures mais aussi on a on n'arrive même pas à finir la la moitié,"Et on a passé trois heures, mais on n'arrive même pas à finir la moitié.",1,a passé,expected,a passé,passer,passé_composé,regular_er,on,on,pronoun,3,singular,True,on,subject_pronoun,singular,False,False,,,,,,simple_subject_auxiliary_participle,0.0,0.96,"Initial 'je euh' is treated as a false start, not as the subject of the verb.",target,1.0,True,False,False,True,cue_present,pronoun,pronoun,False,False,no_attraction,0,finite
TS_FA_session01_page01:utt_029:v2,C:\Users\MANUE\Desktop\LLM analysis\Annotation.py,TS_FA_session01_page01,first_page_transcription,"Draft automatic annotation. Ambiguous repairs, false starts, and phonological/non-target forms should be checked by a human annotator.",line_break,utt_029,TS,TS,et je euh on a passé trois heures mais aussi on a on n'arrive même pas à finir la la moitié,"Et on a passé trois heures, mais on n'arrive même pas à finir la moitié.",2,a,ambiguous_false_start,,avoir,present_indicative_or_auxiliary_fragment,auxiliary_avoir,on,on,pronoun,3,singular,True,on,subject_pronoun,singular,False,False,,,,,,false_start,0.0,0.72,The sequence 'on a on n'arrive' appears to contain a false start or repair.,ambiguous,,False,False,False,False,cue_present,pronoun,pronoun,False,False,no_attraction,0,finite
TS_FA_session01_page01:utt_029:v3,C:\Users\MANUE\Desktop\LLM analysis\Annotation.py,TS_FA_session01_page01,first_page_transcription,"Draft automatic annotation. Ambiguous repairs, false starts, and phonological/non-target forms should be checked by a human annotator.",line_break,utt_029,TS,TS,et je euh on a passé trois heures mais aussi on a on n'arrive même pas à finir la la moitié,"Et on a passé trois heures, mais on n'arrive même pas à finir la moitié.",3,n'arrive,expected,n'arrive,arriver,present_indicative,regular_er,on,on,pronoun,3,singular,True,on,subject_pronoun,singular,False,False,,,,,negative_particle,simple_subject_verb_with_negation,1.0,0.96,"Correct agreement. The second negative particle pas is absent, but this is not an agreement error.",target,1.0,True,False,False,True,cue_present,pronoun,pronoun,False,False,no_attraction,1_2,finite
TS_FA_session01_page01:utt_029:v4,C:\Users\MANUE\Desktop\LLM analysis\Annotation.py,TS_FA_session01_page01,first_page_transcription,"Draft automatic annotation. Ambiguous repairs, false starts, and phonological/non-target forms should be checked by a human annotator.",line_break,utt_029,TS,TS,et je euh on a passé trois heures mais aussi on a on n'arrive même pas à finir la la moitié,"Et on a passé trois heures, mais on n'arrive même pas à finir la moitié.",4,finir,not_applicable,finir,finir,infinitive,regular_ir,on,on,controlled_subject,3,singular,False,,,,False,False,,,,,,infinitival_complement,,0.96,Infinitive after arriver à.,not_applicable,,False,False,False,False,no_cue,none,no_cue,False,False,no_attraction,unknown,non_finite_or_not_applicable
TS_FA_session01_page01:utt_031:v1,C:\Users\MANUE\Desktop\LLM analysis\Annotation.py,TS_FA_session01_page01,first_page_transcription,"Draft automatic annotation. Ambiguous repairs, false starts, and phonological/non-target forms should be checked by a human annotator.",line_break,utt_031,TS,TS,C'est grandiose [rire] # Il vaut mieux # donc oui si on va à à [jp]_minpaku que il vaut mieux,"C'est grandiose. Il vaut mieux, donc oui, si on va à Minpaku, il vaut mieux...",1,c'est,expected,c'est,être,present_indicative,copula_irregular,c',ce,demonstrative_pronoun,3,singular,True,c',demonstrative_pronoun,singular,False,False,,,,,,simple_subject_verb,0.0,0.98,Correct agreement.,target,1.0,True,False,False,True,cue_present,pronoun,pronoun,False,False,no_attraction,0,finite
TS_FA_session01_page01:utt_031:v2,C:\Users\MANUE\Desktop\LLM analysis\Annotation.py,TS_FA_session01_page01,first_page_transcription,"Draft automatic annotation. Ambiguous repairs, false starts, and phonological/non-target forms should be checked by a human annotator.",line_break,utt_031,TS,TS,C'est grandiose [rire] # Il vaut mieux # donc oui si on va à à [jp]_minpaku que il vaut mieux,"C'est grandiose. Il vaut mieux, donc oui, si on va à Minpaku, il vaut mieux...",2,vaut,expected,vaut,valoir,present_indicative,irregular_impersonal_expression,il,il,expletive_pronoun,3,singular,False,,expletive_subject,,False,False,,,,,,impersonal_expression,0.0,0.96,Formulaic expression il vaut mieux.,target,1.0,True,False,False,True,no_cue,none,no_cue,False,False,no_attraction,0,finite
TS_FA_session01_page01:utt_031:v3,C:\Users\MANUE\Desktop\LLM analysis\Annotation.py,TS_FA_session01_page01,first_page_transcription,"Draft automatic annotation. Ambiguous repairs, false starts, and phonological/non-target forms should be checked by a human annotator.",line_break,utt_031,TS,TS,C'est grandiose [rire] # Il vaut mieux # donc oui si on va à à [jp]_minpaku que il vaut mieux,"C'est grandiose. Il vaut mieux, donc oui, si on va à Minpaku, il vaut mieux...",3,va,expected,va,aller,present_indicative,irregular,on,on,pronoun,3,singular,True,on,subject_pronoun,singular,False,False,,,,,,conditional_si_clause,0.0,0.97,Correct agreement in si-clause.,target,1.0,True,False,False,True,cue_present,pronoun,pronoun,False,False,no_attraction,0,finite
TS_FA_session01_page01:utt_031:v4,C:\Users\MANUE\Desktop\LLM analysis\Annotation.py,TS_FA_session01_page01,first_page_transcription,"Draft automatic annotation. Ambiguous repairs, false starts, and phonological/non-target forms should be checked by a human annotator.",line_break,utt_031,TS,TS,C'est grandiose [rire] # Il vaut mieux # donc oui si on va à à [jp]_minpaku que il vaut mieux,"C'est grandiose. Il vaut mieux, donc oui, si on va à Minpaku, il vaut mieux...",4,vaut,expected,vaut,valoir,present_indicative,irregular_impersonal_expression,il,il,expletive_pronoun,3,singular,False,,expletive_subject,,False,False,,,,,,main_clause_after_si_clause,0.0,0.96,Repeated formulaic expression.,target,1.0,True,False,False,True,no_cue,none,no_cue,False,False,no_attraction,0,finite
TS_FA_session01_page01:utt_033:v1,C:\Users\MANUE\Desktop\LLM analysis\Annotation.py,TS_FA_session01_page01,first_page_transcription,"Draft automatic annotation. Ambiguous repairs, false starts, and phonological/non-target forms should be checked by a human annotator.",line_break,utt_033,TS,TS,compter six heures [rire] six heures ou sept heures,"compter six heures, six heures ou sept heures.",1,compter,not_applicable,compter,compter,infinitive,regular_er,,,implicit_generic_subject,,,False,,,,False,False,,,,,,infinitival_continuation,,0.93,Continuation of previous 'il vaut mieux'.,not_applicable,,False,False,False,False,no_cue,none,no_cue,False,False,no_attraction,unknown,non_finite_or_not_applicable
TS_FA_session01_page01:utt_035:v1,C:\Users\MANUE\Desktop\LLM analysis\Annotation.py,TS_FA_session01_page01,first_page_transcription,"Draft automatic annotation. Ambiguous repairs, false starts, and phonological/non-target forms should be checked by a human annotator.",line_break,utt_035,TS,TS,au maximum de plein de journées pour bien aller à aller profiter là-bas [rire],"au maximum, une journée entière pour bien aller profiter là-bas.",1,aller,not_applicable,aller,aller,infinitive,irregular,,,implicit_generic_subject,,,False,,,,False,False,,,,,,infinitival_purpose_clause,,0.88,First aller may be a hesitation before the second aller profiter sequence.,not_applicable,,False,False,False,False,no_cue,none,no_cue,False,False,no_attraction,unknown,non_finite_or_not_applicable
TS_FA_session01_page01:utt_035:v2,C:\Users\MANUE\Desktop\LLM analysis\Annotation.py,TS_FA_session01_page01,first_page_transcription,"Draft automatic annotation. Ambiguous repairs, false starts, and phonological/non-target forms should be checked by a human annotator.",line_break,utt_035,TS,TS,au maximum de plein de journées pour bien aller à aller profiter là-bas [rire],"au maximum, une journée entière pour bien aller profiter là-bas.",2,aller,not_applicable,aller,aller,infinitive,irregular,,,implicit_generic_subject,,,False,,,,False,False,,,,,,infinitival_purpose_clause,,0.89,Second aller in repeated infinitival sequence.,not_applicable,,False,False,False,False,no_cue,none,no_cue,False,False,no_attraction,unknown,non_finite_or_not_applicable
TS_FA_session01_page01:utt_035:v3,C:\Users\MANUE\Desktop\LLM analysis\Annotation.py,TS_FA_session01_page01,first_page_transcription,"Draft automatic annotation. Ambiguous repairs, false starts, and phonological/non-target forms should be checked by a human annotator.",line_break,utt_035,TS,TS,au maximum de plein de journées pour bien aller à aller profiter là-bas [rire],"au maximum, une journée entière pour bien aller profiter là-bas.",3,profiter,not_applicable,profiter,profiter,infinitive,regular_er,,,implicit_generic_subject,,,False,,,,False,False,,,,,,infinitival_complement,,0.93,Infinitive complement in aller profiter.,not_applicable,,False,False,False,False,no_cue,none,no_cue,False,False,no_attraction,unknown,non_finite_or_not_applicable
TS_FA_session01_page01:utt_037:v1,C:\Users\MANUE\Desktop\LLM analysis\Annotation.py,TS_FA_session01_page01,first_page_transcription,"Draft automatic annotation. Ambiguous repairs, false starts, and phonological/non-target forms should be checked by a human annotator.",line_break,utt_037,TS,TS,Mais c'était très très bien,Mais c'était très très bien.,1,c'était,expected,c'était,être,imparfait_indicative,copula_irregular,c',ce,demonstrative_pronoun,3,singular,True,c',demonstrative_pronoun,singular,False,False,,,,,,simple_subject_verb,0.0,0.99,Correct agreement.,target,1.0,True,False,False,True,cue_present,pronoun,pronoun,False,False,no_attraction,0,finite
TS_FA_session01_page01:utt_038:v1,C:\Users\MANUE\Desktop\LLM analysis\Annotation.py,TS_FA_session01_page01,first_page_transcription,"Draft automatic annotation. Ambiguous repairs, false starts, and phonological/non-target forms should be checked by a human annotator.",line_break,utt_038,FA,FA,Mais elle fait quoi # comme stage ?,Mais elle fait quoi comme stage ?,1,fait,expected,fait,faire,present_indicative,irregular,elle,elle,pronoun,3,singular,True,elle,subject_pronoun,singular,False,False,,,,,,simple_subject_verb,0.0,0.99,Correct agreement with elle.,target,1.0,True,False,False,True,cue_present,pronoun,pronoun,False,False,no_attraction,0,finite
